id,name,album_name,artist_ids,danceability,energy,speechiness,acousticness,valence,tempo,duration_ms
2w0TmCC0w8SASWpfvdXnxi,BLACKOUT,BLACKOUT,07SFzTMeYf5P8Rd32a9Zzw,0.829,,0.248,0.0691,0.158,130.15,166560
2fyIS6GXMgUcSv4oejx63f,Mardy Bum,"Whatever People Say I Am, That's What I'm Not",7Ln80lUS6He07XvHI8qqHH,0.634,,0.0365,0.0288,0.312,112.215,175440
7sJNeWTXkZCEC7OnFMpGWL,Bamba (feat. Aitch & BIA),Majestic,"3CJKkU0XuElRT1z8rEtIYg,2PJEagPIxaBugeMjIyKVXF,6veh5zbFpm31XsPdjBgPER",0.797,0.791,0.33,0.119,0.828,138.026,203560
7r5QwyDzxyikU1Kbkfz6FM,CORAZONES ROTOS,CORAZONES ROTOS,"3bvfu2KAve4lPHrhEFDZna,4V8Sr092TqfHkfAA5fXXqG",0.788,0.782,0.0513,0.238,0.525,123.042,230130
3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),"0xRXCcSX89eobfrshSVdyu,5344K3N7rx7kw1HjO8psuq,67MNhiAICFY6Pwc2YxCO0K,56Qz2XwGj7FxnNKrfkWjnb",0.607,0.767,0.0474,0.118,0.662,123.998,148629
7jQkiAaa4XYYsPH3rcfcWo,Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,Praise The Lord (Da Shine) (feat. Skepta) [Durdenhauer Edit],"2CaWJMR1eyvq8n5h96ggJC,13ubrt8QOOCPljQ2FL1Kca,2p1fiYHYiXz9qi0JJyxBzN",0.803,0.889,0.0439,0.189,0.876,147.983,163515
6W3UEFq0oD8EBILiyn9B48,Red Flags,Amelia,3GxKJzJK4LpsYGXQrw77wz,0.841,,0.131,0.021,0.748,129.979,141972
3PBPLps3EbPjBSSOpKmJ8J,Kleiner Finger Schwur,Kleiner Finger Schwur,50ZzowkYhUZZ2uGZSXqJbE,0.454,0.477,0.0985,0.811,0.445,146.967,168307
2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,Ready to Die (The Remaster),5me0Irg2ANcsgc93uaYrpb,0.78,0.575,0.273,0.43,0.773,84.492,252747
3pDhN3qB33AOPhQEkUCaWt,Limbo,Prestige,4VMYDCV2IEDYJArk749S6m,0.806,0.875,0.088,0.0838,0.917,125.063,224693
6Tm4Io4ct4w14nB1EUzsY3,Whiskey On You,Whiskey On You,4NYMUsIcUUsBHbV9DICa5x,0.479,0.768,0.0312,7.02e-05,0.576,110.024,183790
4hy7qTxsnyZUZoqo5RtaYq,Eyes Closed,Eyes Closed (Piano Version),6eUKZXaKkcviH0Ku9w2n3V,0.777,0.526,0.0645,0.302,0.389,107.071,194849
0judK8TqYfvwUohBngUxrE,DOGTOOTH,DOGTOOTH,4V8LLVI7PbaPR0K2TGSxFF,0.706,0.648,0.324,0.505,0.802,77.533,161041
2Ggr9IfS70wYQacW8nZKPG,labour,labour,2EXpthNgSeTDeX8nGwxppp,0.65,0.574,0.101,0.396,0.441,83.963,237745
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Lover,06HL4z0CvFAxyc27GXpf02,0.552,,0.157,0.117,0.564,169.994,178427
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Gettin' Old,718COspgdWOnwOFpJHRZHS,0.712,,0.0262,0.186,0.67,97.994,265493
0rVJ6v23RQozOIvr1YotJP,Hell N Back,Hell N Back (Sped Up),3K2Srho6NCF3o9MswGR76H,0.633,0.684,0.591,0.314,0.725,209.688,213573
69ZzhvHnSSnzMO8SMYEJWb,Mother,Takin' It Back (Deluxe),6JL8zeS1NmiOftqZTRgdTz,0.751,,0.0871,0.124,0.761,120.052,147481
52ChYmfu792MW2Ezv0whpk,5 Leaf Clover,Gettin' Old,718COspgdWOnwOFpJHRZHS,0.423,0.58,0.0243,0.0554,0.336,82.755,211053
2Jw3VjB1xy5KHBqEeAC6VK,Eat Your Young,Eat Your Young,2FXC3k01G6Gw61bmprjgqS,0.553,0.587,0.0277,0.345,0.346,90.018,242293
2IlT65thKQQw248mhk2PjQ,JACKIE BROWN,WASTELAND,3tlXnStJ1fFhdScmQeLpuG,0.726,0.353,0.105,0.65,0.503,137.66,169014
3Kw7zkALCVxY4wmlnh2IWC,Cupid - Twin Ver.,The Beginning: Cupid,4GJ6xDCF5jaUqD6avOuQT6,0.782,0.587,0.0324,0.428,0.76,120.041,174253
2kYevr8cbIAH2ha8210Bnz,Love You Anyway,Gettin' Old,718COspgdWOnwOFpJHRZHS,0.532,0.489,0.0311,0.149,0.32,139.807,229627
4P9Q0GojKVXpRTJCaL3kyy,All Of The Girls You Loved Before,All Of The Girls You Loved Before,06HL4z0CvFAxyc27GXpf02,0.718,0.467,0.0398,0.707,0.396,95.96,221407
5eTaQYBE1yrActixMAeLcZ,Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),"7CajNmpbOovFoOoasH2HaY,0X2BH1fck6amBIoJhDVmmJ",0.636,0.869,0.0412,0.0378,0.306,143.011,186496
4W4fNrZYkobj539TOWsLO2,Die For You (with Ariana Grande) - Remix,Starboy (Deluxe),"1Xyo4u8uXC1ZmMpatF05PJ,66CXWjxzNUsdJxJ2JdwvnR",0.575,0.5,0.0707,0.227,0.506,67.033,232857
4DHcnVTT87F0zZhRPYmZ3B,Flowers,Endless Summer Vacation,5YGY8feqx7naU7z4HrwZM6,0.707,0.681,0.0668,0.0632,0.646,117.999,200455
04CqLjewJiSAqM210vZAmT,River,Endless Summer Vacation,5YGY8feqx7naU7z4HrwZM6,0.613,0.803,0.0367,0.000525,0.461,127.989,162973
37F0uwRSrdzkBiuj0D5UHI,Reminder,Starboy,1Xyo4u8uXC1ZmMpatF05PJ,0.706,0.505,0.193,0.142,0.388,160.053,218880
6sizQj16amSoj5iXMDCx5J,Hallow Kitty,Hallow Kitty,"4H9W4cb3X0qRpv87yKV7fV,42RwQlOWDVzGRQVa61O8VV",0.933,0.522,0.579,0.0243,0.624,140.166,207429
5qDzKUTHCUiKhewBa9STsE,Auf die Party,Auf die Party,"7oWrEQO1d3klp0Qrfh7a5h,3XZewrXpRQqqCMuUMAIhvN",0.83,0.615,0.251,0.119,0.7,150.117,164200
1PMzqfXtiR4qWqdaRofIM4,Somewhere in Between,Somewhere in Between,2NpPlwwDVYR5dIj0F31EcC,0.671,,0.0852,0.224,0.62,156.879,156475
2tgQaL85WoRfgEa4hFQgrE,Feathered Indians,Purgatory,13ZEDW6vyBF12HYcZRr4EV,0.536,0.574,0.0254,0.75,0.877,87.194,224947
609E1JCInJncactoMmkDon,BESO,RR,"7ltDVBr6mKbRvohxheJ9h1,1mcTU81TzQhprhouKaTkpq",0.768,0.644,0.136,0.736,0.53,95.05,194543
0fqC9DQnwRjkcw6PSwgkeR,Für dich da,Insomnia,"6QzzeKV0VcnT2vJMYDPuL4,5tHiL8SKSaZGMBUPIiSmX4,7qMDCTsnaGWM9h8rqTnk0q,53EHeXzGs4HheTCTnwfPEr",0.843,0.466,0.135,0.03,0.333,119.967,182100
7dR09k1an5JEq7ch0Y5hvV,Dijeron Que No La Iba Lograr,Dijeron Que No La Iba Lograr,"2rmkQLzj0k4nZdQehOUByO,0ys2OFYzWYB5hRDLCsBqxt",0.703,0.791,0.0657,0.255,0.759,142.219,113020
2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,La Bebe (Remix),"1NNRWkhwmcXRimFYSBpB1y,12GqGscKJx3aE4t07u7eVZ",0.812,0.479,0.333,0.213,0.559,169.922,234353
6IdcyYfBz9LG3SWIKVyNgh,Arranca (feat. Omega),Arranca (feat. Omega),"4obzFoKoKRHIphyHzJ35G3,1UjxAZqzphB1tsMb1aWBj0",0.931,0.793,0.133,0.0378,0.856,117.999,166529
5m0yZ33oOy0yYBtdTXuxQe,Low Down,My Turn (Deluxe),5f7VJjfbwm532GiveGC0ZK,0.962,0.619,0.405,0.0354,0.154,127.958,144652
6aPtDsrnH6eMUinccM44Tr,SUPERMODEL,SUPERMODEL,07SFzTMeYf5P8Rd32a9Zzw,0.907,0.619,0.0933,0.615,0.557,120.036,128000
3qLNG3UvIe2G3DQ0XGMeEY,Gekreuzte Finger,Insomnia,"6QzzeKV0VcnT2vJMYDPuL4,5tHiL8SKSaZGMBUPIiSmX4,53EHeXzGs4HheTCTnwfPEr,3Fl31gc0mEUC2H0JWL1vic",0.863,0.413,0.561,0.52,0.674,112.984,170013
2VzCjpKvPB1l1tqLndtAQa,Por las Noches,Por las Noches,12GqGscKJx3aE4t07u7eVZ,0.807,0.595,0.0325,0.31,0.392,92.491,239845
44FzVABpR2cciquTqADA0D,Lisa,Lisa,3qsKSpcV3ncke3hw52JSMB,0.82,0.446,0.213,0.466,0.831,81.01,159307
5IpXQFmVvs7EnT90fhduno,EQUIX,LA VIDA ES UNA,7iK8PXO48WeuP03g8YR51W,0.934,0.764,0.0629,0.0537,0.667,98.013,152760
04UQdIwhOxT8w18dgk4Y9T,Metadata,Metadata,3rZxAl7fnH4NDynhJm3MUm,0.609,0.628,0.362,0.289,0.458,129.544,230769
3OiVezwUqRu6R5byvFV6qA,Connexion,Connexion,"0Dvx6p8JDyzeOPGmaCIH1L,3LvwPiJQJ0da0GurKMToV0",0.767,0.633,0.207,0.294,0.566,133.098,154956
39sDitIeCMrVX2QyXHY46t,Blue Hair,Death of a Party Girl,0Y6dVaC9DZtPNH4591M42W,0.751,0.72,0.0303,0.554,0.884,135.73,217000
31XTkTTz3lTLXFiJgbrwsE,Adrenalina,Adrenalina,2Diqn1jFkehRd9MVDGKGdq,0.647,0.781,0.0548,0.64,0.851,75.011,147200
4khWEpnaijN0G1x019Uzdr,No Se Va,Balas Perdidas,5C4PDR4LnhZTbVnKWXuDKD,0.734,0.685,0.0453,0.117,0.754,92.042,216753
3eGI9ETrSY2nU1hbsohC0H,Jede Nacht,Jede Nacht,"2SveKtmknwwMpYJtuFkYZj,3ZuBEj9ppJe8GSdKaMTfMN",0.759,0.721,0.0547,0.379,0.489,100.1,146554
4AzR20u5TiZVR4932QbGTt,Diamond Ring,Diamond Ring,1E8mXBWN7AXZCOPYbOky4J,0.751,0.378,0.42,0.307,0.517,89.41,130708
1mW1e6QAGPnhMbJoDTCLS3,"Diablo, Qué Chimba","Diablo, Qué Chimba","1r4hJ1h58CWwUQe3MxPuau,2R21vXR83lH98kGeO99Y66",0.885,,0.0664,0.26,0.505,108.032,232222
5K9VzfSr7L34rMMJxe8ndg,En Bajita,En Bajita,"14zUHaJZo1mnYtn6IBRaRP,1GDbiv3spRmZ1XdM1jQbT7,3E12tRURRvPfHz0hAMCFYc",0.724,,0.186,0.00398,0.811,171.961,209302
3kY3lHSYB7Ow8hJl6whIBu,Mandala,Mandala,6CP5wWvO8oIxedESJNCN4H,0.768,0.625,0.0752,0.356,0.571,80.01,121631
3dnP0JxCgygwQH9Gm7q7nb,Ella Baila Sola,Ella Baila Sola,"0XeEobZplHxzM9QzFQWLiR,12GqGscKJx3aE4t07u7eVZ",0.668,,0.0332,0.483,0.834,147.989,165671
75rqqKvzJCGv2oq9C4yFDt,PROMESA,RR,"7ltDVBr6mKbRvohxheJ9h1,1mcTU81TzQhprhouKaTkpq",0.63,0.374,0.227,0.861,0.373,104.955,196427
0tb0RHrF4IpwPJOKYxnxxe,Feel Alive,Feel Alive,6zcWVbyNT0z94MBffsTJGP,0.723,0.793,0.0287,0.162,0.893,117.972,148116
5nW4z3pfZgJAJ2QTCz9AIE,A&W,Did you know that there's a tunnel under Ocean Blvd,00FQb4jTyendYWaN8pK0wa,0.421,0.247,0.143,0.665,0.139,161.468,433916
1iyvRYYAeuJhrsxTsQW9fh,Peso a Peso,3MEN2 KBRN,"5XJDexmWFLWOkjOEjOVX3e,0VRj0yCOv2FXJNP47XQnx5,1pPmIToKXyGdsCF6LmqLmI,12vb80Km0Ew53ABfJOepVz",0.469,,0.32,0.564,0.534,172.37,240000
2SRiJNA3yILEMOPbETtL6M,VOODOO,LA VIDA ES UNA,7iK8PXO48WeuP03g8YR51W,0.585,0.647,0.324,0.259,0.167,92.887,166561
1cfRQnbM4Cf0xEt3mx2cQ6,AMG,AMG,"18ISxWwWjV6rPLoVCXf1dz,2kS9NyuATpYwjeB93h24H5,76dRoxKtDwYkgCQePok9cU",0.538,0.738,0.493,0.0873,0.595,81.925,134397
3Eax1yebRxj6LSYpxE9Yd3,VAMPIROS,RR,"7ltDVBr6mKbRvohxheJ9h1,1mcTU81TzQhprhouKaTkpq",0.766,0.684,0.0514,0.135,0.474,102.045,176590
3LGn1d8P4Na3WHvYwCE6NL,Cuevita,3MEN2 KBRN,5XJDexmWFLWOkjOEjOVX3e,0.857,0.734,0.115,0.139,0.519,104.983,155750
5GZ4tx6VZxM7V4IQtSJFyx,El Hokage,3MEN2 KBRN,5XJDexmWFLWOkjOEjOVX3e,0.821,0.594,0.316,0.403,0.369,126.027,125125
5OYRVKWII0Eog7CjQRnmGf,MI DROGA,LA VIDA ES UNA,7iK8PXO48WeuP03g8YR51W,0.766,0.774,0.246,0.48,0.831,180.033,163240
40gk32E7YaTFoQwDIWv2SY,Christmas Kids,I Can't Handle Change,7dIpKWlEeAljA20vFJ82RD,0.425,0.754,0.0367,0.0104,0.558,152.092,135693
4rQu72zFJz3qne1bnEkVSt,Todo Contigo,Todo Contigo,5N3YDBGT2gUzXgLDTwPRi5,0.587,,0.0378,0.000739,0.656,119.938,165528
2RkMSIqUdveO3p8KVpYBYI,I Know,I Know,1S82w4yw9TYIHZ889mPPaW,0.65,0.474,0.14,0.486,0.279,134.073,152593
1UPHCP5YeVfele4DMbdGyi,REACT,REACT,"4dEayBlrVBjaQOktGkmWki,7nDsS0l5ZAzMedVRKPP8F1,2YVF0Ou5zIc4mpgtLIlGN0",0.737,,0.0556,0.0329,0.358,125.992,201146
3b4Wdpk6yOx4iEXzfzpnJ9,Weisse Fahnen,Weisse Fahnen,6rqlONGmPuP2wJVSfliLBI,0.899,0.749,0.276,0.475,0.862,139.988,212896
54iyLNmcnLWNdCqX5pdtuL,Friends - Remix,3MEN2 KBRN,"5XJDexmWFLWOkjOEjOVX3e,6jGMq4yGs7aQzuGsMgVgZR,4axKuDPr6WKcDCyh8vueTY",0.7,0.776,0.288,0.253,0.745,88.943,151321
3IznIgmXtrUaoPWpQTy5jB,Not Allowed,Who Really Cares,0Y6dVaC9DZtPNH4591M42W,0.67,0.905,0.129,0.669,0.563,104.965,167864
0u8rZGtXJrLtiSe34FPjGG,Like Crazy (English Version),FACE,1oSPZhvZMIrWW5I41kPkkY,0.623,0.755,0.0415,0.00306,0.32,119.957,212254
1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),Hounds Of Love,1aSxMhuvixZ8h9dK9jIDwL,0.629,0.545,0.0546,0.719,0.194,108.376,298933
07TRc0Glkk8wDVq3eC5f2Z,Me He Pillao x Ti,bellodrama,"6k8mwkKJKKjBILo7ypBspl,3Zs59sqZJ6fWQqWbRC8bOP",0.708,0.923,0.0949,0.229,0.852,117.977,202251
4dOreYhcafLHEH4F5P2aME,Book of OL,Book of OL,2Z9KL8Zmqx5Sg3cd7Fldhl,0.477,0.633,0.266,0.0298,0.367,101.888,137390
4q05KbxYZ5JdkmrletgPjF,Whistle (feat. Calum Scott),Whistle (feat. Calum Scott),"4Q6nIcaBED8qUel8bBx6Cr,6ydoSd3N2mwgwBHtF6K7eX",0.701,0.88,0.0358,0.182,0.623,124.039,181958
3TcSNX1WhlcVAI6fLWt7Qs,LA SANTA,LA SANTA,3bvfu2KAve4lPHrhEFDZna,0.761,0.671,0.0798,0.0281,0.479,136.113,165286
5MLQk0gPG0g9iWwzi02s82,SCHWARZ,SCHWARZ,"0oxWjDXa2iXcVB11n8RY3U,3Hvx3BM0K4FHBs9J3k8G6V",0.68,0.695,0.481,0.262,0.649,90.628,167816
2QKVCfIDdHf16FkDPFHBHX,ULALA (OOH LA LA),LA VIDA ES UNA,"7iK8PXO48WeuP03g8YR51W,4VMYDCV2IEDYJArk749S6m",0.872,0.681,0.11,0.0462,0.481,96.986,188009
7ixqW82vqFuNBpjfe2Movq,16,Purple Past,"1bpI6QDUqmfKmV0Tlhj0Jm,2NJWI8byqTSqDaJRnqJY2z",0.85,0.564,0.218,0.0399,0.562,131.965,178790
1haJsMtoBhHfvuM7XWuT3W,El Azul,El Azul,"7Gi6gjaWy3DxyilpF1a8Is,12GqGscKJx3aE4t07u7eVZ",0.558,,0.055,0.226,0.844,143.876,187226
3hjWfU0ZBa9MjFY6C12pYR,Outro,MITTENDRIN,4LwRgSkj7AJJTKLnEaHjMv,0.924,0.331,0.857,0.186,0.166,138.903,61745
3AAY8YicetRPlDAkibHLiS,Jaded,Endless Summer Vacation,5YGY8feqx7naU7z4HrwZM6,0.496,0.593,0.0285,0.0476,0.177,91.038,185933
5Ov2yPhOmhL5qvlnU3UBpZ,Betty,3MEN2 KBRN,"5XJDexmWFLWOkjOEjOVX3e,4uiEeT7dw0guTJ5CPMsX83,3pTZ5sCcE1o2O9sWn5yQMg",0.813,,0.365,0.28,0.295,139.934,192345
59hBR0BCtJsfIbV9VzCVAp,Set Me Free Pt.2,Set Me Free Pt.2,1oSPZhvZMIrWW5I41kPkkY,0.585,0.815,0.0565,0.115,0.564,132.09,200930
1eIDsKCLwZF6CJK8pOgHX5,M.A (Mejores Amigos),M.A (Mejores Amigos),"5TP8Ubo4jLKEi4Mw2O8fAk,41BZwHjzWGfT4wsOP3yZOz",0.746,,0.063,0.298,0.755,87.971,158310
7GJVqqE79WOl8ncT7Y4z0L,Lentamente,bellodrama,6k8mwkKJKKjBILo7ypBspl,0.76,,0.0428,0.205,0.707,111.957,184196
1rDfZwXzeotPuDtBJotaK1,SHOOT,SHOOT,1ul8iLt2WnFe2UIyovjg7q,0.78,,0.102,0.103,0.425,137.034,159869
7KokYm8cMIXCsGVmUvKtqf,Karma,Midnights,06HL4z0CvFAxyc27GXpf02,0.642,,0.0666,0.0734,0.0969,90.02,204852
3Z0l8qwMuC376pcutLVsY8,AGUARDIENTE,LA VIDA ES UNA,7iK8PXO48WeuP03g8YR51W,0.865,0.785,0.12,0.0465,0.36,92.027,167175
1T6CF1qnG0hK0absyeVL5H,Mbappé - Remix,3MEN2 KBRN,"5XJDexmWFLWOkjOEjOVX3e,1RyvyyTE3xzB2ZywiAwp0i",0.729,0.68,0.0762,0.219,0.504,130.019,237345
35WcLlPTdIGqMIx0K2rzkS,LOWE,LOWE,"054k3bx4tpjx1tfypvq3eq,2JwyRtuXf2l6sTnSnGVIa1",0.797,0.487,0.356,0.255,0.551,135.107,138667
1CR43xdfE45HWWxB8jntj7,I Don't Care,I Don't Care,7ur9WUsgFMxnJAKojdVBeg,0.744,0.522,0.0774,0.478,0.728,115.03,166957
2FZMqWofNW3jH2MoHjFYH3,Mary,1709,1E8mXBWN7AXZCOPYbOky4J,0.814,0.501,0.248,0.146,0.411,99.01,178500
5CcfIvFHULvnM0ST4nzRRN,How I'm Feeling Now,How I'm Feeling Now,4GNC7GD6oZMSxPGyXy4MNB,0.684,,0.0273,0.356,0.416,102.885,226440
5aY2pfyGLxBpuI4TruqmQx,LAS 12,bellodrama,"6k8mwkKJKKjBILo7ypBspl,5LeiVcEnsZcwc133TUhJNW",0.777,,0.0472,0.052,0.803,129.984,165403
3qXZqXGniqNt3PK2CBSZgM,Si La Calle Llama - Remix,3MEN2 KBRN,"5XJDexmWFLWOkjOEjOVX3e,7iK8PXO48WeuP03g8YR51W",0.469,0.639,0.32,0.564,0.534,172.37,240000
7GuEE0ydKmuXV5DVliachs,¿Qué Carajos Quieres Tú Ahora?,3MEN2 KBRN,5XJDexmWFLWOkjOEjOVX3e,0.857,,,,,,155750
5CVZeK7bOC9QxYcZ9gJ5X2,Fighting Myself,Fighting Myself,6XyY86QOPPrYVGvF9ch6wz,0.626,0.909,0.131,0.00205,0.737,140.027,201429
3eqCJfgJJs8iKx49KO12s3,REMIX EXCLUSIVO,REMIX EXCLUSIVO,2LRoIwlKmHjgvigdNGBHNo,0.651,0.557,0.204,0.0358,0.711,87.063,206947
4vOoQh9MhS9pyrbvc8LyMz,Can't Tame Her,Can't Tame Her,1Xylc3o4UrD53lo9CvFvVg,0.584,0.915,0.11,0.00686,0.57,181.882,196940
4i81SNeu64liIEAytWqIOK,Juicy,Juicy,03Vz1qy4oauKKM9kJKy5DW,0.8,0.67,0.0671,0.156,0.481,100.981,165066
2bRKxuH1o7pTmb1y4GfdEc,Clean White Noise - Loopable with no fade,Best White Noise for Baby Sleep - Loopable with No Fade,"4W12lEvVl5wectUtRNrvDh,4ZfEELHfyKd4odAb6YfDFw",0.0,,0.0,0.791,0.0,0.0,90228
6WnIsfCuNqrlngROXGVe1W,Was mir gefällt,Was mir gefällt,2rEVnwCPBeGkWMv425KoG1,0.828,0.716,0.0534,0.0481,0.588,120.041,138208
512VEdEqHzzXDKgJELN0Ue,Sin-Ceros,Inkebrantable,"56n1NeXsTOOxjX3Z4lVMTJ,1QJbbsxg2wqidJj51d3otw",0.758,0.505,0.0904,0.329,0.495,86.992,238947
1PtXtGJSDKTkB5urVEZ7rf,Padre Tiempo,3MEN2 KBRN,5XJDexmWFLWOkjOEjOVX3e,0.614,0.74,0.0684,0.179,0.247,90.044,219752
3OmpGWDUcWBKuY29MTCvc6,Drill ma Drill,Drill ma Drill,"1XKjtpH5P81gpOXDB91IEB,7LQLsKs1Qulq0BxYdhRnBU",0.647,0.445,0.262,0.147,0.326,141.995,260336
7q1KFoWUNYudhKW8RYJFsZ,Mi Nena Remix,Mi Nena Remix,"2t7vyRN71qtQT18frElAnV,52iwsT98xCoGgiGntTiR7K",0.767,0.701,0.106,0.335,0.675,125.948,220000
35XF6veSvhoPdWy89zaeaj,T'as peur,DNK,"7IlRNXHjoOCgEAWN5qYksg,7iK8PXO48WeuP03g8YR51W",0.755,0.565,0.273,0.113,0.407,177.941,215284
1ubY35d8LtYvMHsgPo8pMc,Energy,Energy,57n1OF36WvtOeATY6WQ6iw,0.754,0.51,0.279,0.471,0.546,143.944,176667
3uCkrD3jviXdkdScSlSabk,Un Clásico,bellodrama,6k8mwkKJKKjBILo7ypBspl,0.533,0.704,0.0649,0.124,0.6,149.745,172892
252ZECHopILLs10pMfE76N,Flip A Switch.,My 21st Century Blues,5KKpBU5eC2tJDzf0wmlRp2,0.704,0.535,0.0405,0.0756,0.463,94.018,201373
1ZKMMvWLhxXlk7VXqS7YRG,PASS AUF,PASS AUF,1Wic7dyEeEpQXDBbDf6HKm,0.616,0.646,0.0662,0.158,0.231,124.772,205994
7cQ0LAxT5HHCLGbxcjaxac,"Arcángel: Bzrp Music Sessions, Vol. 54","Arcángel: Bzrp Music Sessions, Vol. 54","716NhGYqD1jl2wI1Qkgq36,4SsVbpTthjScTS7U2hmr1X",0.716,0.78,0.297,0.55,0.786,123.856,228387
3PzeZR8CqtwXmSn5AVao7J,DEATH,DEATH,63yrD80RY3RNEM2YDpUpO8,0.392,0.541,0.0641,0.102,0.447,181.866,306656
0Oqxt6JixieLHbwMfnJGWO,"Paris, Texas (feat. SYML)",Did you know that there's a tunnel under Ocean Blvd,"00FQb4jTyendYWaN8pK0wa,6AyATGg7mDgBlZ4N5uNog0",0.315,0.102,0.034,0.985,0.185,169.69,206723
3fl4zil6HJ0N1FL3YIRwdC,Tennessee Orange,Tennessee Orange,5Ppie0uPnbnvGBYRwYmlt0,0.38,0.488,0.029,0.126,0.268,156.031,223120
3N2RPZQ1R5GpRR1noHSNww,amore çok,amore çok,"1HLQrKy2EhoJdADW105gfR,34LetYSjEuG2fBb4Z8PwPg",0.607,0.487,0.0444,0.00715,0.704,112.008,213000
3qoftcUZaUOncvIYjFSPdE,Bejeweled,Midnights,06HL4z0CvFAxyc27GXpf02,0.696,0.559,0.0693,0.0618,0.433,163.999,194166
2sITbbWIOeg2Lwp4WN2jqr,Fly Girl (feat. Missy Elliott),Fly Girl (feat. Missy Elliott),"0s4kXsjYeH0S1xRyVGN4NO,2wIVse2owClT7go1WT98tk",0.698,0.846,0.0981,0.406,0.726,103.968,205385
43OMUa5jouGCZEz9k9vooo,Push Up - Original Mix,Push Up (Original Mix),2gW0M5fn2r7Lo4Hn1r8HZ5,0.714,,0.0869,0.0509,0.579,160.057,240060
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,FACE,1oSPZhvZMIrWW5I41kPkkY,0.629,0.733,0.0419,0.0025,0.362,120.001,212241
3sqrvkNC6IPTIXvvbx9Arw,Enchanted,Speak Now (Deluxe Package),06HL4z0CvFAxyc27GXpf02,0.535,,0.0273,0.0716,0.228,81.975,352200
0PB0O24JqAuNdOAFVJljMS,Coco Chanel,3MEN2 KBRN,"5XJDexmWFLWOkjOEjOVX3e,4q3ewBCX7sLwd24euuV69X",0.683,0.764,0.0441,0.0427,0.137,149.949,160325
3zk8jIWMJFK14Mg1vzIxpP,Nix zu tun,Nix zu tun,"1aS5tqEs9ci5P9KD9tZWa6,5eioJDe26lOqkAMbuhzZYs,2Z9KL8Zmqx5Sg3cd7Fldhl",0.808,,0.255,0.492,0.421,131.967,137829
1bhIHrQ0Lmosy8ajURX00H,Du Bist Mein,Du Bist Mein,"4PUr4W5mWlzMkyVpSiX2ZN,3pjq2pDV9RR6VY55wBjVnp",0.578,,0.276,0.3,0.431,124.811,153615
7GfQEUSuqYGeY2L0BfVOXM,Si Salimos,3MEN2 KBRN,"5XJDexmWFLWOkjOEjOVX3e,3q7HBObVc0L8jNeTe5Gofh",0.669,,0.166,0.163,0.812,81.032,201560
0b85BAqtnPxgxHn0nkegXd,Jim Beam & Voddi,A.S.S.N.,"07SFzTMeYf5P8Rd32a9Zzw,1aS5tqEs9ci5P9KD9tZWa6",0.753,0.835,0.283,0.102,0.431,127.988,214253
4yCWbjNkL84M2l5izo0bAw,P.S.,P.S.,"6ARKr2ZoLf9TDoQiZarJMt,76dRoxKtDwYkgCQePok9cU",0.517,,0.231,0.776,0.695,170.075,149311
5CvAzdenlzv3ImMcG7awJV,Peter Pan,Peter Pan,"77puYb4Nubacm3PAzkY1UQ,3tN4jv8IaO9UAKTWqpXaV4",0.68,0.956,0.172,0.0771,0.512,137.939,210870
3tt9i3Hhzq84dPS8H7iSiJ,La Bachata,2000,0tmwSHipWxN12fsoLcFU3B,0.835,0.679,0.0364,0.583,0.85,124.98,162638
5IlLm20JXhKbMtsH20NblC,lo que hay x aquí,lo que hay x aquí,2IMZYfNi21MGqxopj9fWx8,0.807,,,,,,152050
7bfFmlLJ1LKr2E3AUsvq5P,Antes,Antes,"2CCgb0KApjfQDuTppovpf8,4Gr4Wo60IdAOBJLYgRZytK",0.85,0.621,0.183,0.621,0.567,114.092,153684
6j5BK1cFX9TjJd5EXHGgAn,The Light,The Light,4MCBfE4596Uoi2O4DtmEMz,0.634,0.844,0.042,0.0766,0.246,85.036,172218
5YWkLb7ffoZ9miA7pFQWnZ,Im Loop,Insomnia,"6QzzeKV0VcnT2vJMYDPuL4,5tHiL8SKSaZGMBUPIiSmX4,2ErWLckuGFl84nGmg5fwyG,53EHeXzGs4HheTCTnwfPEr",0.821,0.57,0.245,0.0373,0.668,153.979,163080
0UbesRsX2TtiCeamOIVEkp,Ch y la Pizza,Pa Que Hablen,"0ys2OFYzWYB5hRDLCsBqxt,0elWFr7TW8piilVRYJUe4P",0.628,0.668,0.117,0.329,0.845,148.746,136913
