id,name,album_name,artist_ids,danceability,energy,speechiness,acousticness,valence,tempo,duration_ms
7xaqxUl08zOg0YNUHokQpq,Sehnsucht,Sehnsucht,"76dRoxKtDwYkgCQePok9cU,3tQzzidoPfVifoURnDfgmD",0.804,0.645,0.0773,0.642,0.912,142.09,152827
3JlHRjPt2TNB9h7VFf0im2,Weekends,Weekends,"1HBjj22wzbscIZ9sEb5dyf,4bL2B6hmLlMWnUEZnorEtG",0.571,0.937,0.033,0.0337,0.607,148.979,127004
4vyG9ZhHT8MKJE5mTICMFC,Still Sleepless,Still Sleepless,"0Cs47vvRsPgEfliBU9KDiB,4S9LNSZusH3XflT3g32bqB",0.628,,0.0367,0.0156,0.699,125.928,162879
5IgjP7X4th6nMNDh4akUHb,Under The Influence,Indigo (Extended),7bXgB6jMjp9ATFy66eO08Z,0.733,,0.0427,0.0635,0.31,116.992,184613
3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind","3TVXtAsR1Inumwj472S9r4,1URnnhqYAYcrqrcwql10ft",0.529,,0.175,0.000307,0.366,165.921,218365
1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,Una Noche en Medellín,1Yj5Xey7kTwvZla8sqdsdE,0.87,0.548,0.077,0.0924,0.832,96.018,153750
1eprzC29mwUQqcVj0eILdx,PSYCHO,PSYCHO,"1zNqDE7qDGCsyzJwohVaoX,2PJEagPIxaBugeMjIyKVXF",0.62,0.681,0.356,0.0138,0.741,160.743,162493
39yQagzLGEbc9hEud0Ivvz,Batcha,Batcha,5CWqAxPyMw1opbJyhvs6YO,0.579,0.682,0.369,0.194,0.728,94.827,151579
3mFNc5EQn30irR983Wg9OD,KÁRMIKA,MAÑANA SERÁ BONITO,"790FomKkXshlbRYZFtlgla,4F4pp8NUW08JuXwnoxglpN,3Isy6kedDrgPYoTS1dazA9",0.876,0.64,0.392,0.468,0.729,97.169,236587
456WNXWhDwYOSf5SpTuqxd,Dog Days Are Over,Lungs (Deluxe Version),1moxjboGR7GNWYIMWsRjgG,0.501,0.809,0.0938,0.0338,0.258,149.964,252819
20CozgjF6bshBw8cLhN23B,Nochentera,Nochentera,2z1MpPojFcvxYcEAx0lT6w,0.802,,0.0533,0.0233,0.782,121.92,202185
1rXq0uoV4KTgRN64jXzIxo,One Thing At A Time,One Thing At A Time,4oUHIQIBe0LHzYfvXNW4QM,0.613,0.914,0.03,0.00522,0.916,141.978,206865
3Q8qW4OUBQWLZaNLR9TxFr,Codéine 19,Sincèrement,5gs4Sm2WQUkcGeikMcVHbh,0.812,0.525,0.0942,0.162,0.698,76.977,143280
2wSTnntOPRi7aQneobFtU4,Shirt,SOS,7tYKF4w9nC0nq9CsPZTHyP,0.848,0.512,0.102,0.228,0.572,120.009,181840
4ZYAU4A2YBtlNdqOUtc7T2,Red Ruby Da Sleeze,Red Ruby Da Sleeze,0hCNtLu0JehylgoiP8L4Gh,0.696,0.733,0.256,0.115,0.292,98.355,214445
2vsoD8S1OyrWSVIA43hjaU,Si Te La Encuentras Por Ahí,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2LRoIwlKmHjgvigdNGBHNo,0.736,0.569,0.0779,0.144,0.433,171.973,191507
50a8bKqlwDEqeiEknrzkTO,ball w/o you,i am > i was,1URnnhqYAYcrqrcwql10ft,0.892,0.633,0.0902,0.0467,0.459,137.994,195047
7B8Oux2lcjPTfInXAbabbx,150 CANCIONES,150 CANCIONES,"4bWHA8fMNjzfGPQqnh5D6y,1m9WPOccw8sizsVYUhSVjZ",0.692,0.649,0.0759,0.0124,0.904,161.98,127458
2MYXbdNTkOmjOr9sVQ288m,Fühlst du das auch,Fühlst du das auch,1qQLhymHXFPtP5U8KNKsm6,0.643,0.814,0.0751,0.012,0.204,87.807,183182
2nLtzopw4rPReszdYBJU6h,Numb,Meteora,6XyY86QOPPrYVGvF9ch6wz,0.496,0.863,0.0381,0.0046,0.243,110.018,185587
6ex1Pz3pntgy4NPtxHXN2V,Bad Habits,= (Tour Edition),6eUKZXaKkcviH0Ku9w2n3V,0.807,0.893,0.0347,0.0451,0.537,126.011,230747
373gDROnujxNTFa1FojYIl,Lost,Lost,6XyY86QOPPrYVGvF9ch6wz,0.596,0.798,0.0285,0.00412,0.459,105.01,199342
1zv3WFUbZ5vPxFq9I2jAU1,We Found Love,Talk That Talk (Explicit),"5pKCCKE2ajJHZ9KAiaK11H,7CajNmpbOovFoOoasH2HaY",0.734,,0.0383,0.025,0.6,127.986,215227
4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53","716NhGYqD1jl2wI1Qkgq36,0EmeFodog0BfCgMzAIvKQp",0.778,,0.0493,0.274,0.498,122.104,218289
2J8lIDwvxPZQQ0I0wt1oRO,Tiki Tiki,Tiki Tiki,"5UN0rzL594mWY2RbOtZqIN,3bvfu2KAve4lPHrhEFDZna",0.895,0.763,0.0774,0.0713,0.638,119.973,131438
6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,Boy's a liar Pt. 2,"78rUTD7y6Cy67W1RVzYs7t,3LZZPxNDGDFVSIPqf4JuEf",0.696,0.809,0.05,0.252,0.857,132.962,131013
3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,Midnights,06HL4z0CvFAxyc27GXpf02,0.643,0.363,0.0767,0.69,0.23,139.865,174783
0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],HEROES & VILLAINS,"0iEtIxbK0KxaSlF7G42ZOp,1RyvyyTE3xzB2ZywiAwp0i,7bXgB6jMjp9ATFy66eO08Z",0.526,0.606,0.259,0.152,0.492,116.622,182667
0JtgoDDf0ggWaoXCGhcOoT,Sunrise,One Thing At A Time,4oUHIQIBe0LHzYfvXNW4QM,0.613,0.765,0.0318,0.259,0.343,139.993,182522
59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,"1RyvyyTE3xzB2ZywiAwp0i,3TVXtAsR1Inumwj472S9r4,687cZJR45JO7jhk1LHIbgq",0.463,0.642,0.34,0.314,0.339,83.389,189893
7K3BhSpAxZBznislvUMVtn,Last Night,One Thing At A Time,4oUHIQIBe0LHzYfvXNW4QM,0.492,,0.0389,0.467,0.478,203.759,163855
4FjkjrvfbB3C4eUqWlw3vB,Mami,NASTU,"2CCgb0KApjfQDuTppovpf8,2f6TzIGIIxEuwp6o7kEbhy",0.707,0.572,0.157,0.497,0.456,98.003,168367
5gJTFGsEWpjma28XdJbkWP,Motel,CRUISE,4YUcg2ee9TxMNdjhAxzZBF,0.393,0.627,0.0537,0.217,0.0966,92.937,241352
473iuBry5Y4SSx9AGw9LLw,Sturkopf (mit ner Glock),Sturkopf (mit ner Glock),"1aS5tqEs9ci5P9KD9tZWa6,5eioJDe26lOqkAMbuhzZYs",0.777,0.683,0.3,0.234,0.331,137.199,146481
4sNG6zQBmtq7M8aeeKJRMQ,Brazil,What Do You Think About the Car?,2D4FOOOtWycb3Aw9nY5n3c,0.687,0.617,0.0287,0.0941,0.665,121.079,252307
5Hp4xFihdOE2dmDzxWcBFb,All By Myself,All By Myself,"0NGAZxHanS9e0iNHpR8f2W,1IueXOQyABrMOprrzwQJWN,0X2BH1fck6amBIoJhDVmmJ",0.662,0.848,0.0346,0.0932,0.773,123.041,171778
3tTzInzRZC7kRMK1sRfT14,La Bachata,La Bachata,2NeFajzkAQ4UfviWdzf0pK,0.831,,0.0534,0.605,0.663,114.126,134737
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SOS,7tYKF4w9nC0nq9CsPZTHyP,0.644,0.735,0.0391,0.0521,0.418,88.98,153947
4iGnpp1h0i33lpoP42Y8Jt,Quieres,Quieres,"7eLcDZDYHXZCebtQmVFL25,0AqlFI0tz2DsEoJlKSIiT9,5UN0rzL594mWY2RbOtZqIN",0.796,,0.158,0.0744,0.663,180.03,213667
4pnk9Mhzcv3oHxFyARlNNP,Moulaga,Moulaga,"2EahEAOUPPXAcncTr8laCj,054k3bx4tpjx1tfypvq3eq,3Wxidvy1joh0HaRNyvpIdb",0.719,0.476,0.319,0.166,0.447,96.962,188660
2EMkEil00JbwV78CoRgd3E,Bailar contigo,Elevation,"1yxSLGMDHlW21z4YXirZDS,4VMYDCV2IEDYJArk749S6m",0.833,,0.0592,0.347,0.53,124.992,223352
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SOS,7tYKF4w9nC0nq9CsPZTHyP,0.559,0.551,0.132,0.141,0.392,143.008,201800
6b37xrsNCWYIUphFBazqD6,Me Gustas Tu,Próxima Estación: Esperanza,6wH6iStAh4KIaWfuhf0NYM,0.657,0.741,0.0825,0.663,0.908,175.949,239987
5VUm2SH1nTCXgIs8MA5WtE,La Marseillaise,La Marseillaise,"3YwqjMyrRfuixi2pbgTGCE,6Te49r3A6f5BiIgBRxH7FH",0.853,,0.0376,0.0184,0.911,125.034,197471
4686eQ81DEswHa90bcdlC9,Rock and A Hard Place,Rock and A Hard Place,3win9vGIxFfBRag9S63wwf,0.582,0.568,0.0275,0.577,0.394,121.991,207541
2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,The Documentary,"0NbfKEOTQCcwd6o7wSDOHI,3q7HBObVc0L8jNeTe5Gofh",0.802,0.785,0.207,0.14,0.435,99.998,206400
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Viva La Vida or Death and All His Friends,4gzpq5DPGxSnKTe4SA8HAU,0.486,,,,,,242373
0xCRFfgIHOsmovVZzrFCoT,Dominicana,Dominicana,"2CCgb0KApjfQDuTppovpf8,4az97MtWmBQ5Db3GfDh9j9,2f6TzIGIIxEuwp6o7kEbhy",0.75,0.593,0.176,0.372,0.454,179.962,216000
2NMjggapJcXXM7WccGEBUO,Enséñame a Bailar,Un Verano Sin Ti,4q3ewBCX7sLwd24euuV69X,0.81,,0.0846,0.191,0.77,105.009,176000
476Nn5jU0ua9JnrAZcn6Fl,Galatée,Cyborg,4LXBc13z5EWsc5N32bLxfH,0.726,0.757,0.41,0.38,0.706,93.565,234200
1N8TTK1Uoy7UvQNUazfUt5,SPIT IN MY FACE!,SPIT IN MY FACE!,4MvZhE1iuzttcoyepkpfdF,0.73,0.785,0.0554,0.0464,0.649,94.094,147875
7oQepKHmXDaPC3rgeLRvQu,Komet,Komet,"7iWcRnQMinCoV2u5ICgsW0,1qQLhymHXFPtP5U8KNKsm6",0.55,0.5,0.045,0.285,0.351,115.016,167357
5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,MICRODOSIS,"0Q8NcsJwoCbZOHHW63su5S,2LRoIwlKmHjgvigdNGBHNo",0.757,0.789,0.0583,0.307,0.464,91.911,202174
5odlY52u43F5BjByhxg7wg,golden hour,this is what ____ feels like (Vol. 1-4),164Uj4eKjl6zTBKfJLFKKK,0.515,0.593,0.0322,0.653,0.153,94.467,209260
39JofJHEtg8I4fSyo7Imft,B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All),"4XC335ouK6pXyq4QiIb8bP,6uJ51uV5rYzu1MJkC4CceI",0.736,,0.048,0.164,0.698,137.001,226627
6HMtHNpW6YPi1hrw9tgF8P,About Damn Time,Special,56oDRnqbIiwx4mymNEv7dS,0.836,,0.0653,0.0974,0.723,108.965,191938
7iL6o9tox1zgHpKUfh9vuC,In Da Club,Get Rich Or Die Tryin',3q7HBObVc0L8jNeTe5Gofh,0.899,0.713,0.366,0.255,0.777,90.051,193467
3xrZCGMyXIDqesVz4QwJOL,Baby,DNK,7IlRNXHjoOCgEAWN5qYksg,0.841,0.466,0.203,0.065,0.744,110.056,162373
2ksyzVfU0WJoBpu8otr4pz,METAMORPHOSIS,METAMORPHOSIS,5hKGLu4Ik88FzWcTPhWNTN,0.593,0.641,0.0992,0.426,0.147,175.014,142839
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,AM,7Ln80lUS6He07XvHI8qqHH,0.548,0.532,0.0323,0.186,0.405,85.03,272394
7DyDjhZMEIK5Ied4juTCyc,Sie weiß (feat. Mero),Sie weiß (feat. Mero),"2rEVnwCPBeGkWMv425KoG1,5wyWp867LWGjFmYZXVSFnZ",0.792,0.679,0.041,0.517,0.204,119.932,151320
0cFS3AMF9Lhj3CNoFvwjvY,Free YSL,Sincèrement,5gs4Sm2WQUkcGeikMcVHbh,0.907,0.577,0.0574,0.0634,0.459,125.981,186253
45FaCrE0gyUT9QC0xc4fEx,Belgisches Viertel,Spirit of Ecstasy,4P3RXClUWZnQAO6BfrEQXb,0.662,0.45,0.385,0.289,0.796,93.747,104613
3qqCJBsk3i4emDYMzTwNub,La Force Tranquille,ALPHA,5hREZP0zTQbTLkZ2M8RS4v,0.658,0.642,0.159,0.294,0.497,170.101,244040
4NoOME4Dhf4xgxbHDT7VGe,X SI VOLVEMOS,MAÑANA SERÁ BONITO,"790FomKkXshlbRYZFtlgla,5lwmRuXgjX8xIwlnauTZIP",0.794,0.807,0.326,0.334,0.575,178.003,200120
2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,The Predator,3Mcii5XWf6E0lrY3Uky4cA,0.798,,0.136,0.33,0.794,82.356,260000
4hceSKjrkDTO0nMKFcb3sj,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51","716NhGYqD1jl2wI1Qkgq36,1pi7nGhOM7PTHR5YEgXVGq",0.82,0.752,0.0648,0.0584,0.423,127.999,187500
6qyS9qBy0mEk3qYaH8mPss,Murder In My Mind,Murder In My Mind,2W6WP4pHQTFlbr2z9S4n54,0.712,,0.112,0.00547,0.568,119.966,145000
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,AM,7Ln80lUS6He07XvHI8qqHH,0.464,0.417,0.0256,0.136,0.479,67.528,183956
3K00Ib1shkOEiAXU5pec6e,Back To You,Back To You,"7f5Zgnp2spUuuzKplmRkt7,67MNhiAICFY6Pwc2YxCO0K,3NPpFNZtSTHheNBaWC82rB",0.679,0.548,0.0298,0.234,0.413,115.954,155909
03fs6oV5JAlbytRYf3371S,Everything I Love,One Thing At A Time,4oUHIQIBe0LHzYfvXNW4QM,0.568,0.841,0.0261,0.00514,0.668,103.983,187047
5qP24CrDI0rmY5zwRvUfzU,AHORA QUÉ,DONDE QUIERO ESTAR,52iwsT98xCoGgiGntTiR7K,0.447,0.765,0.0943,0.212,0.542,101.545,171429
6kwmp0U8M1tPvgPHqvbwsr,Gasolina (feat. Rsko),Mélo,"3vUMXQ9kPnZAQkMkZZ7Hfh,3L774tiJRvPmAS90pOLB44",0.684,,0.124,0.517,0.501,119.087,183053
4HkRGYJYn1Y99uXpqTyOI6,Au Revoir,Au Revoir,"4Jd9XCHzRXTB7ZPPVzJoUm,2Diqn1jFkehRd9MVDGKGdq",0.673,0.603,0.0691,0.473,0.36,119.923,149030
3zkyus0njMCL6phZmNNEeN,LET GO,LET GO,5H4yInM5zmHqpKIoMNAx4r,0.735,0.449,0.383,0.859,0.514,146.016,175890
3giuo1sDdkKHIPJbsvLQhS,DOCTOR,DOCTOR,1ul8iLt2WnFe2UIyovjg7q,0.728,,0.0804,0.248,0.658,87.481,134478
1SRw5p2lVAi7RGlHEmZg66,Favorite Song,Favorite Song,6BH1xcDkwbbyrLMUKECsW1,0.816,0.367,0.0588,0.314,0.413,116.035,208630
42MbpTDZWKc8uAJDhHcvQO,Abziehen,Abziehen,"1aS5tqEs9ci5P9KD9tZWa6,5eioJDe26lOqkAMbuhzZYs",0.586,0.571,0.33,0.323,0.55,144.054,150200
3hKFVBIUvDyigbQLZR4z9H,SANTORINI (feat. Marmi),OCHO ESTRELLAS,"5f7z2thkqWrA4vp5Hh476O,4ckWVaYN8j0EZrNFRHmxZx",0.728,0.781,0.0336,0.0799,0.76,140.021,164143
5S8i9p2xS8M8pFqfZMbMzI,RON COLA,SATURNO,"1mcTU81TzQhprhouKaTkpq,5jNjbQYkujIbjSvvKroBlv",0.739,0.682,0.0972,0.417,0.476,94.048,186723
0JmnkIqdlnUzPaf8sqBRs3,Moonlight,Red Moon In Venus,1U1el3k54VvEUzo3ybLPlM,0.642,0.706,0.052,0.518,0.896,136.851,187723
5Eax0qFko2dh7Rl2lYs3bx,Efecto,Un Verano Sin Ti,4q3ewBCX7sLwd24euuV69X,0.801,,0.0516,0.141,0.234,98.047,213061
5yzH31eVQS7ctEcvYIwdTk,Décembre,Décembre,3DCWeG2J1fZeu0Oe6i5Q6m,0.536,0.721,0.332,0.263,0.473,88.077,141333
4ZpIuzx91EAPK3VimONbfB,FADE UP,FADE UP,"1rpxM2mBJnWdfPeieLDYOc,5gs4Sm2WQUkcGeikMcVHbh,2kXKa3aAFngGz2P4GjG5w2",0.758,0.599,0.0877,0.57,0.557,129.96,219188
5mHdCZtVyb4DcJw8799hZp,Escapism.,My 21st Century Blues,"5KKpBU5eC2tJDzf0wmlRp2,12Zk1DFhCbHY6v3xep2ZjI",0.538,0.742,0.114,0.138,0.25,96.107,272373
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52","716NhGYqD1jl2wI1Qkgq36,52iwsT98xCoGgiGntTiR7K",0.621,0.782,0.044,0.0125,0.55,128.033,198938
2F0dCzhF9W1tcXwXu99m28,Oh Baby (feat. bshp & Issey Cross),Oh Baby (feat. bshp & Issey Cross),"2gduEC76ry33RVurAvT05p,7GDrXlpRrdG29o4n0pNR5D,2RV0VshxVfkduUIHn0PLzJ,5QrV5Vr4KdsyKtifvD6X1U",0.798,0.947,0.0551,0.0682,0.58,136.034,148237
6PrB4KpvuoYWtwjPC5a44S,Balader,Sans visa,"0GgY7hjMoGDsX8ZDe2mwds,7CUFPNi1TU8RowpnFRSsZV",0.603,0.802,0.111,0.306,0.787,130.121,176120
3GZD6HmiNUhxXYf8Gch723,Lost,channel ORANGE,2h93pZq0e7k5yf4dywlkpM,0.913,0.603,0.226,0.0272,0.497,123.061,234093
5klPZRehMLpiKUchPAzKyR,Un jour je marierai un ange,Regarde-moi,13mm5rU1jvWfWG6uQ46ypd,0.621,0.538,0.114,0.276,0.184,85.054,164568
4vVjPTApwXZwB2H3mBq3ml,HOTEL LOBBY (Unc & Phew),Only Built For Infinity Links,"0VRj0yCOv2FXJNP47XQnx5,3EW0kQ1skZiK1NHg3Spt9J",0.825,0.649,0.169,0.117,0.143,127.978,142657
2hLXUbsOU9cDb9RFva9FYr,MEMORIAS,MICRODOSIS,"0Q8NcsJwoCbZOHHW63su5S,6nVcHLIgY5pE2YCl8ubca1",0.771,0.707,0.055,0.389,0.317,127.963,228750
7MVIfkyzuUmQ716j8U7yGR,Rara Vez,Rara Vez,"5szJHKg5xeUlQ9pTqzdpic,19HM5j0ULGSmEoRcrSe5x3",0.838,,0.166,0.176,0.96,119.984,128677
3xfWkp003WhKYWAk6vO0wv,Sikora,Sikora,"2O8vbr4RYPpk6MRA4fio7u,0ITff7REwQrTAlu9HsiWQT",0.808,0.816,0.132,0.0402,0.722,122.084,177580
6Qe7YCkIOc1iaw9HKqO3qV,Suavemente,Sans visa,0GgY7hjMoGDsX8ZDe2mwds,0.862,0.696,0.0538,0.326,0.519,140.018,159360
16FTTvpIgihyei3EBNw1jd,Jolie (feat. Ninho),"La Gaule, Vol.1","7LmtogB01302Utf3C3R4GT,6Te49r3A6f5BiIgBRxH7FH",0.717,,0.0483,0.141,0.653,134.067,159573
2L9N0zZnd37dwF0clgxMGI,ceilings,five seconds flat,1GmsPCcpKgF9OhlNXjOsbS,0.516,,0.0292,0.473,0.261,148.005,182888
4BZZTXcd5ROagKhynqj61X,Nocif,Sincèrement,"5gs4Sm2WQUkcGeikMcVHbh,2UwqpfQtNuhBwviIC0f2ie",0.844,,0.0882,0.0318,0.788,121.971,229387
531KGXtBroSrOX9LVmiIgc,Starlight,Starlight,6Ip8FS7vWT1uKkJSweANQK,0.954,0.367,0.288,0.341,0.372,124.026,211935
6OzUIp8KjuwxJnCWkXp1uL,Besos Moja2,La Última Misión,"1wZtkThiXbVNtj6hee6dz9,7ltDVBr6mKbRvohxheJ9h1",0.736,,0.0571,0.0584,0.644,94.048,229065
1FEiijYPJtyswChfcpv3p0,Summertime Sadness,Born To Die (Deluxe Version),00FQb4jTyendYWaN8pK0wa,0.568,,0.0332,0.0464,0.211,111.945,264773
05FN4XjxvZLo4qwmQC7yxh,leichter//kälter,leichter//kälter,1r93D0anfnfL4M7tYTce0J,0.607,0.687,0.0285,0.0442,0.66,148.974,195302
3pb0cncoQAsREGYBN9WCy5,Alpha,ALPHA,5hREZP0zTQbTLkZ2M8RS4v,0.755,0.524,0.0821,0.501,0.401,137.027,175587
76OGwb5RA9h4FxQPT33ekc,SNAP,SNAP,46xBNx0j6cwY6sD9LgMTm1,0.565,0.636,0.0638,0.107,0.525,170.01,179551
552rCxBynmuPhmOLczMqCY,Follow,Für den Himmel durch die Hölle (Deluxe Edition),"4lDiJcOJ2GLCK6p9q5BgfK,4Yttlv9ndGjCDCVLqM7ACq,2NpPlwwDVYR5dIj0F31EcC",0.719,0.628,0.211,0.0733,0.472,139.957,145013
17BqQS5Cj899fQR8e6gvk9,Patio de la Cárcel - Tangos,Quejíos de un Maleante,"3lY9Fxceu60W1rbon7PkuF,329e4yvIujISKGKz1BZZbO",0.788,0.814,0.217,0.562,0.665,97.982,202098
4yPmTUkWmUfLPQLCccp0DR,Muñecas,Cupido,"7vXDAI8JwjW531ouMGbfcp,60XHOAhvEBiV6BGBOv8ClM,77AiFEVeAVj2ORpC85QVJs",0.688,0.712,0.0826,0.0288,0.852,89.93,156319
48BdA5qBxXVoe59xvu0bwc,RAPPEL,KMT,5gqmbbfjcikQBzPB5Hv13I,0.486,,0.209,0.441,0.534,94.644,217947
52NGJPcLUzQq5w7uv4e5gf,Private Landing (feat. Justin Bieber & Future),Love Sick,"4Gso3d4CscCijv0lmajZWs,1uNFoZAHBGtllmzznpCI3s,1RyvyyTE3xzB2ZywiAwp0i",0.843,0.669,0.0639,0.0846,0.435,136.979,238253
50naDXYjnGlLgrE7yUxsok,LISBOA,DONDE QUIERO ESTAR,52iwsT98xCoGgiGntTiR7K,0.673,,0.0805,0.287,0.514,91.935,151304
1pKwwH7xRmxyeBiGX3n2RX,We Made It,Percocet Party,"3tQzzidoPfVifoURnDfgmD,76dRoxKtDwYkgCQePok9cU",0.781,0.711,0.0581,0.598,0.767,116.004,211827
0Bv7O6fmZk3GrNQFYJaXPn,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","0IEzMvarfVycBJAXjjEZOL,52iwsT98xCoGgiGntTiR7K,5kgDdP7a4TsvkF08gpJGX0,2D8UzkIVdg1bj0Iqz6gjk0,0adJG3bdFTHCkTY28NkY4u,0jeYkqwckGJoHQhhXwgzk3,00vsUIEaNHw6qoQnh8DQM2",0.672,0.745,0.3,0.438,0.739,173.974,413111
2R4AlwtrrkMaRKojcTIzmL,For the First Time,This Old Dog,3Sz7ZnJQBIHsXLUSo0OQtM,0.551,0.529,0.0517,0.296,0.521,75.515,182307
6PscyC1oeC9LRxWcw6YqDZ,Te Comía,Te Comía,4lHAjTCvXGu8QIM3cEe93m,0.669,0.734,0.0636,0.0972,0.588,169.985,175390
5S7FewmYYyLNdMOfeEcB6P,COMO HAS ESTAU?,PARAÍSO,0Q8NcsJwoCbZOHHW63su5S,0.793,0.62,0.0462,0.309,0.917,111.979,127333
40SBS57su9xLiE1WqkXOVr,Afraid To Feel,Afraid To Feel,0HxX6imltnNXJyQhu4nsiO,0.578,0.912,0.114,0.0166,0.68,127.87,177525
2zQvtkghOHiBG48Bj0oFR9,Cicatrices,Cicatrices,1QJbbsxg2wqidJj51d3otw,0.713,0.647,0.346,0.728,0.281,120.036,176375
3xWGA8pa0IKFI7IMPri4P0,Shivers,= (Tour Edition),6eUKZXaKkcviH0Ku9w2n3V,0.788,0.859,0.0856,0.281,0.822,141.02,207853
1xLCwgQcF6bKncTJmRGGws,Mr. Ocho,Liens du 100,0LKAV3zJ8a8AIGnyc5OvfB,0.762,0.59,0.165,0.34,0.738,122.105,226653
3l9YiADzNmEvBfZVPEF49F,CALENTÓN,PARAÍSO,0Q8NcsJwoCbZOHHW63su5S,0.455,0.592,0.227,0.45,0.512,134.025,202968
0xpxqgwLsMIJFQQKPGXclD,Weit weg,Weit weg,4bId6MR2fskVKIeCSEmktg,0.633,0.259,0.0336,0.858,0.156,111.963,161773
3ejjmzEsUfObGdmmQRVmM2,Qui sait ? (feat. ElGrandeToto),Taulier,"1wAtSe79kItIb9nf5EhI2Q,4BFLElxtBEdsdwGA1kHTsx",0.534,,0.116,0.712,0.642,87.786,190787
1WkliDsYrTr7UdNcQVDy2Q,La League,La League,3YBJLs7RqR0aPGBgU27nDh,0.576,0.672,0.236,0.871,0.472,104.198,179573
3szqC0lxrJdhn3eW6FfFfo,Chulo,Chulo,4F4pp8NUW08JuXwnoxglpN,0.836,,0.0638,0.0792,0.543,97.054,120413
0FirgnvrpCkkhdaq64Gfen,YANKEE,DONDE QUIERO ESTAR,52iwsT98xCoGgiGntTiR7K,0.544,0.747,0.194,0.389,0.476,123.647,194400
5UWwZ5lm5PKu6eKsHAGxOk,Everlong,The Colour And The Shape,7jy3rLJdDQY21OgRLCZ9sD,0.413,0.881,0.0367,5.99e-05,0.364,158.066,250547
5gDWsRxpJ2lZAffh5p7K0w,Stargirl Interlude,Starboy,"1Xyo4u8uXC1ZmMpatF05PJ,00FQb4jTyendYWaN8pK0wa",0.715,0.47,0.0772,0.353,0.426,89.965,111627
0EzNyXyU7gHzj2TN8qYThj,Bolide allemand,Liens du 100,0LKAV3zJ8a8AIGnyc5OvfB,0.718,,0.16,0.441,0.645,131.825,176747
3pXF1nA74528Edde4of9CC,Don't,T R A P S O U L,2EMAnMvWE2eb56ToJVfCWs,0.765,0.356,0.195,0.223,0.189,96.991,198293
2mpoNBkngUEwnaKoBhZ0vl,PRC,PRC,"12GqGscKJx3aE4t07u7eVZ,0elWFr7TW8piilVRYJUe4P",0.784,0.826,0.0538,0.0965,0.893,138.078,184066
2q7jpVfCtcuRwcur9nQeuC,PARADISE (MIT DIR),MIXED FEELINGS,744jIBAAvzMa5eVtUZDxR1,0.666,0.534,0.0828,0.269,0.392,139.998,192976
5wG3HvLhF6Y5KTGlK0IW3J,Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,"0iEtIxbK0KxaSlF7G42ZOp,0Y5tJX1MQlPlqiwlOH1tJY,50co4Is1HCEo8bhOyUWKpn",0.571,0.549,0.404,0.18,0.447,119.497,194787
4TaS4giQQK01vKzBB40AEY,Us Against the World,Us Against the World,33X2jfLSVyDevoksJjRZoS,0.762,0.647,0.108,0.0602,0.539,91.006,139787
0PAcdVzhPO4gq1Iym9ESnK,Thinkin’ Bout Me,One Thing At A Time,4oUHIQIBe0LHzYfvXNW4QM,0.656,0.757,0.0308,0.492,0.429,139.971,177388
6Vn1vje8yMw2OY6IOk9dkH,GATÚBELA,MAÑANA SERÁ BONITO,"790FomKkXshlbRYZFtlgla,4IndUOBCZYZg61557iq2A9",0.853,0.859,0.306,0.257,0.325,95.131,208013
6qvyN6NTUpdfOJRYjtSSd7,Intro,M.A.N (Black Roses & Lost Feelings),6dbdXbyAWk2qx8Qttw0knR,0.755,,0.281,0.324,0.523,144.953,147720
